N_TRA,P7_2,P7_3,P7_4_01,P7_4_02,P7_4_03,P7_4_04,P7_4_05,P7_4_06,P7_4_07,P7_4_08,P7_4_09,P7_4_10,P7_5C_D,P7_5D_H,P7_5D_M,tiempo,P7_6,P7_7,P7_8,P7_9,P7_10,P7_11,P7_12,P7_12A,UPM_DIS,FAC_TRA
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,5,5,2,2,1,2,NA,NA,2,8,4068,263
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,5,5,2,2,1,2,NA,NA,2,8,4068,263
7,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,1,2,3,3,2,2,1,0,3,0,180,2,2,1,2,NA,NA,2,8,4068,1263
9,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,2,0,0,15,15,1,1,1,2,NA,NA,1,10,4069,937
7,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,9,4069,375
9,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,2,2,2,NA,NA,2,8,4069,187
7,16,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,1,0,1,0,60,4,3,1,2,NA,NA,4,5,4100,585
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,1,3,3,2,1,2,0,0,10,10,2,2,1,2,NA,NA,1,10,4069,562
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,1,3,3,2,2,2,0,5,0,300,3,2,1,2,NA,NA,3,7,4069,187
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,1,1,0,7,0,420,5,5,1,2,NA,NA,3,6,4111,342
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,1,2,2,0,0,20,20,2,2,1,1,2,NA,2,9,4093,773
9,77,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,3,3,2,2,2,0,0,5,5,1,1,1,2,NA,NA,1,10,4095,453
9,77,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,30,30,2,NA,1,2,NA,NA,2,8,4095,453
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,1,1,1,2,NA,NA,1,10,4095,453
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,3,3,2,2,2,0,3,0,180,2,2,1,2,NA,NA,1,10,4095,453
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,3,3,2,2,2,0,3,0,180,2,2,1,1,2,NA,2,9,4095,906
2,77,"Módulos, clínicas u oficinas temporales o móviles",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,8,4096,3376
4,77,"Módulos, clínicas u oficinas temporales o móviles",1,1,2,1,1,3,3,2,2,2,0,12,0,720,6,2,1,1,2,NA,4,5,4096,844
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,1,1,3,2,2,2,1,0,9,0,540,6,3,1,1,2,NA,3,6,4055,537
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,2,1,2,2,1,2,1,0,9,0,540,6,6,1,1,2,NA,6,1,4055,537
7,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,1,1,2,3,2,2,2,0,5,0,300,2,2,1,2,NA,NA,2,9,4055,1432
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,1,1,3,3,2,2,2,0,5,0,300,2,2,1,2,NA,NA,2,9,4055,358
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,1,1,1,2,NA,NA,1,10,4055,1969
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,1,1,2,3,2,1,1,0,6,0,360,6,6,1,1,1,1,6,1,4055,358
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,1,0,8,0,480,6,6,1,1,2,NA,5,2,4055,179
7,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,1,1,2,2,2,2,2,0,1,0,60,6,2,1,1,1,1,4,5,4055,179
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,9,4056,574
4,77,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,15,15,2,NA,1,1,2,NA,2,8,4056,574
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,2,3,1,2,2,0,3,0,180,2,2,1,2,NA,NA,2,8,4056,574
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,2,3,2,2,2,0,0,5,5,1,1,1,2,NA,NA,1,10,4056,765
4,77,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,2,2,2,NA,1,2,NA,NA,2,9,4056,3826
5,77,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,5,5,2,NA,1,2,NA,NA,2,9,4056,3826
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,3,3,2,2,1,0,1,30,90,3,2,1,2,NA,NA,2,9,4057,651
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,10,10,3,2,1,2,NA,NA,1,10,4057,651
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,4057,651
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,9,9,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,4057,2170
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,4057,434
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,2,0,0,35,35,2,2,1,2,NA,NA,2,8,4057,434
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,9,4058,4023
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,3,3,2,2,2,0,13,0,780,5,2,1,2,NA,NA,4,4,4058,366
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,3,3,2,2,2,3,0,1,4321,5,3,1,2,NA,NA,5,2,4058,366
7,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,1,0,60,3,3,1,2,NA,NA,3,6,4058,1463
13,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,20,20,3,3,1,2,NA,NA,3,7,4058,366
9,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,9,4050,492
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,1,3,3,2,2,1,0,2,0,120,4,4,1,1,2,NA,4,5,4049,649
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,1,0,8,0,480,6,3,1,2,NA,NA,6,1,4049,649
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,3,3,2,1,1,0,3,0,180,6,3,1,2,NA,NA,5,2,4049,649
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,2,2,3,3,2,2,2,0,4,0,240,2,2,1,2,NA,NA,2,9,4058,549
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,1,2,3,2,2,1,1,2,0,1560,6,6,1,1,1,1,6,1,4058,549
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,3,3,2,2,2,0,8,0,480,5,5,1,1,2,NA,5,2,4058,549
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,2,0,0,30,30,1,1,1,2,NA,NA,1,10,4058,366
7,77,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,5,5,1,NA,1,2,NA,NA,2,8,4058,1097
9,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,3,0,180,2,2,1,2,NA,NA,2,8,4059,556
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,6,6,1,2,1,2,NA,NA,2,9,4059,370
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,7,7,2,2,1,2,NA,NA,2,9,4059,370
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,1,1,1,2,NA,NA,1,10,4059,370
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,9,4059,370
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,4059,370
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,8,4059,370
9,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,2,0,0,30,30,1,1,1,2,NA,NA,1,10,4086,146
7,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,8,4086,1172
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,3,3,2,1,1,0,1,30,90,5,2,1,2,NA,NA,2,8,4086,439
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,1,2,2,3,2,2,2,1,0,0,40,40,2,2,1,2,NA,NA,2,8,4086,439
7,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,1,0,1,0,60,4,2,1,2,NA,NA,2,8,4086,1318
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,1,2,3,3,2,2,2,0,5,0,300,6,2,1,2,NA,NA,4,4,4086,439
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,3,3,2,2,2,0,2,0,120,4,2,1,2,NA,NA,4,5,4086,439
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,3,3,2,2,2,0,3,0,180,5,2,1,2,NA,NA,4,5,4086,439
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,5,5,2,2,1,2,NA,NA,2,9,4086,439
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,5,5,2,2,1,2,NA,NA,2,9,4086,439
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,1,0,0,20,20,1,1,1,2,NA,NA,1,10,4087,160
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,5,5,2,2,1,1,2,NA,4,5,4087,160
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,3,3,1,2,1,0,0,30,30,2,2,1,2,NA,NA,2,8,4088,308
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,9,4088,308
2,77,"Módulos, clínicas u oficinas temporales o móviles",2,2,2,2,2,3,3,2,2,1,0,0,10,10,2,2,1,2,NA,NA,2,9,4088,462
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,1,2,3,3,2,2,1,0,1,0,60,2,2,1,2,NA,NA,2,9,4088,4615
9,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,2,2,3,3,2,1,1,0,3,0,180,4,4,1,2,NA,NA,4,5,4088,462
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,3,3,2,2,2,1,2,NA,6,1,4088,615
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,5,5,2,2,2,1,2,NA,6,1,4088,615
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,3,3,2,2,2,1,2,NA,6,1,4088,615
2,77,"Módulos, clínicas u oficinas temporales o móviles",1,2,2,2,2,3,3,2,2,1,0,0,25,25,2,2,1,2,NA,NA,2,9,4088,462
9,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,1,0,0,40,40,2,2,1,2,NA,NA,2,8,4088,462
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,25,25,5,2,1,1,2,NA,5,2,4088,462
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,4,4,2,2,2,1,2,NA,5,2,4088,462
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,1,0,0,10,10,2,1,1,2,NA,NA,2,9,4088,308
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,1,0,0,45,45,2,2,1,2,NA,NA,2,9,4089,348
2,56,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,8,4116,282
2,56,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,2,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,8,4116,282
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,1,1,3,3,2,1,1,0,5,30,330,5,3,1,1,2,NA,4,5,4116,282
7,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,5,5,1,1,1,2,NA,NA,1,10,4050,737
9,77,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,10,10,1,NA,1,2,NA,NA,1,10,4050,369
7,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,1,2,0,1,0,60,2,2,1,2,NA,NA,2,9,4090,2358
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,1,10,4090,393
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,10,10,1,1,1,2,NA,NA,1,10,4090,393
9,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,1,10,4090,393
9,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,9,4090,393
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,3,3,2,2,1,0,5,0,300,2,2,1,2,NA,NA,2,8,4051,298
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,1,1,1,2,NA,NA,2,9,4051,298
9,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,4051,298
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,3,3,2,1,1,0,4,0,240,2,2,1,2,NA,NA,2,8,4050,246
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,5,5,2,2,1,2,NA,NA,2,8,4050,164
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,5,5,2,2,1,2,NA,NA,2,8,4050,164
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,10,10,2,2,1,2,NA,NA,2,9,4050,164
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,20,20,1,1,1,2,NA,NA,1,10,4083,385
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,2,0,120,5,4,1,2,NA,NA,4,5,4049,649
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,2,0,120,4,3,1,2,NA,NA,4,5,4049,649
19,77,Líneas de atención telefónica,3,3,3,3,3,1,3,3,3,3,0,0,1,1,6,6,2,1,2,NA,6,1,4051,298
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,1,2,1,0,2,0,120,3,3,1,1,2,NA,3,7,4052,485
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,4052,485
5,77,"Módulos, clínicas u oficinas temporales o móviles",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,8,4052,970
7,77,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,5,5,2,NA,1,2,NA,NA,2,9,4052,1455
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,3,3,1,2,NA,NA,3,7,4052,485
2,77,"Módulos, clínicas u oficinas temporales o móviles",1,2,2,1,2,3,3,2,2,2,0,1,0,60,3,3,1,1,2,NA,3,6,4052,485
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,1,2,2,0,1,0,60,5,2,1,1,2,NA,5,3,4053,603
2,77,"Módulos, clínicas u oficinas temporales o móviles",2,2,2,2,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,3,7,4053,453
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,3,1,2,NA,NA,3,7,4053,453
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,9,4069,187
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,6,2,1,1,1,6,1,4069,187
2,56,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,20,20,2,3,1,2,NA,NA,2,8,4111,171
2,56,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,1,0,0,10,10,2,2,1,2,NA,NA,2,8,4113,372
9,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,1,1,0,1,0,60,3,3,1,2,NA,NA,4,5,4113,372
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,2,2,3,3,2,2,1,0,0,40,40,2,2,1,2,NA,NA,2,8,4115,462
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,3,3,2,1,1,0,0,30,30,3,3,1,2,NA,NA,3,7,4115,308
2,56,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,1,0,0,20,20,3,2,1,2,NA,NA,3,7,4112,508
9,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,1,1,0,0,30,30,2,2,1,2,NA,NA,3,7,4112,508
2,56,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,1,2,0,0,30,30,2,2,1,2,NA,NA,2,8,4112,339
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,1,3,3,2,1,1,0,4,0,240,4,5,1,1,2,NA,5,3,4116,282
7,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,2,2,3,3,2,1,2,0,0,15,15,4,3,2,1,2,NA,4,5,4116,1689
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,1,2,2,0,1,30,90,4,4,2,2,NA,NA,4,5,4116,282
9,56,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,1,1,0,0,5,5,2,2,1,2,NA,NA,1,10,4114,608
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,1,2,0,4,0,240,4,3,1,1,2,NA,3,6,4114,456
2,56,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,9,4114,761
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,4114,608
2,56,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,8,4115,615
9,56,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,2,2,3,3,2,2,1,0,2,0,120,2,2,1,2,NA,NA,2,8,4115,308
2,56,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,1,0,60,3,2,1,2,NA,NA,2,8,4116,422
2,56,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,4116,422
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,1,2,2,0,0,40,40,2,2,1,2,NA,NA,2,8,4080,198
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,45,45,2,2,1,2,NA,NA,2,8,4080,198
7,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,2,0,120,3,2,1,2,NA,NA,3,7,4080,5949
4,77,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,5,5,1,NA,1,1,2,NA,1,10,4050,246
8,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,4,0,240,5,5,2,1,2,NA,5,2,4049,649
19,77,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,5,5,3,3,1,2,NA,NA,3,6,4049,389
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,1,1,1,1,2,NA,1,10,4050,369
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,1,1,1,1,2,NA,1,10,4050,369
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,9,4051,298
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,2,2,3,3,2,1,1,0,6,0,360,4,2,1,2,NA,NA,4,4,4117,362
4,16,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,3,7,4118,365
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,1,2,3,3,2,1,1,0,2,0,120,5,2,1,2,NA,NA,3,7,4076,1229
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,1,2,3,3,2,1,1,0,2,0,120,5,2,1,2,NA,NA,3,7,4076,2151
7,56,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,1,1,3,3,1,1,1,0,4,0,240,6,6,2,1,1,1,6,1,4051,298
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,30,30,2,1,1,2,NA,NA,1,10,4083,514
21,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,40,40,2,1,1,2,NA,NA,1,10,4083,128
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,1,2,0,1,30,90,5,5,1,1,2,NA,5,3,4084,331
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,1,2,0,1,30,90,2,2,1,2,NA,NA,2,8,4084,331
9,77,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,30,30,2,NA,1,2,NA,NA,2,8,4084,331
9,77,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,30,30,2,NA,1,2,NA,NA,2,8,4084,331
2,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,1,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,4084,331
4,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,40,40,2,2,1,2,NA,NA,2,8,4084,331
5,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,9,4084,331
5,77,"Módulos, clínicas u oficinas temporales o móviles",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,8,4053,453
9,77,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,3,3,1,2,NA,NA,3,7,4053,453
